"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"	"qlty"
"45"	"yaaA"	"yaaA-5"	6319	6	125	154	281	83	232	875	0.822164948453608	"C"	-0.015568445485182	-0.0149151906743571	-0.0140458809111852	0.00605490924378784	0.00593680073924591	0.00587247486008122	0.0824063856523088	0.0867597305067773	0.0965832186951006	27265360.4957649	528.067860222161	2510934.04045977	0
"47"	"IR6"	"IR6"	6518	2	62	62	145	42	150	461	0.882352941176471	"F"	-0.0042942142719986	-0.00393010328316359	-0.00361634725352404	0.00996403354516557	0.00924338979067647	0.00844989166972861	0.695578762771737	0.699360135158738	0.697533333618183	8.0092928516217	6.26052824074485	4.39012577770978	0
"49"	"yaaJ"	"yaaJ-1"	6528	18	186	214	384	175	456	1415	0.000699300699300699	"C"	-0.00117020554597665	-0.00138566228796879	-0.00158887032735858	0.00295199690978715	0.00290038528390938	0.00284210427400135	0.718314860435715	0.665478443267371	0.615148417991009	833.452340185008	1327.97345720705	2300.85616647923	0
"51"	"yaaJ"	"yaaJ-2"	6857	12	456	516	1022	406	1166	3566	0.230769230769231	"C"	-0.00045410381121676	-0.000580992912734474	-0.000694241696503371	0.00404053748354962	0.0039116388494826	0.00377377698247512	0.917614762612557	0.891347105260595	0.86577343327983	35.0708913455887	42.7171404095806	52.802569012278	0
"53"	"yaaJ"	"yaaJ-3"	7156	7	180	151	413	183	506	1433	0.43986013986014	"C"	0.00856435581623212	0.00670470346875726	0.00530005587864185	0.0107130560980082	0.00907308451415089	0.00753730990296632	0.482482831722832	0.513493101605799	0.532604035080443	633.930923234394	9536.03375423192	3640.27836173769	0
"55"	"yaaJ"	"yaaJ-4"	7410	7	447	579	1012	394	1022	3454	0.617482517482517	"C"	-0.00590542608950938	-0.00584490839302879	-0.00577516647958903	0.0017831680067446	0.00177624831536734	0.00177196149984321	0.0453323945469918	0.0460575151333446	0.0471603003810397	990.824848208661	2056.88981889299	6804.5763363908	0
"57"	"yaaJ"	"yaaJ-5"	7762	7	61	67	145	67	133	473	0.863636363636364	"C"	-0.00185047998093421	-0.00149887581838873	-0.00108329263840763	0.00671508485958563	0.00670595162272097	0.00662897220468355	0.800769072174713	0.83749071070926	0.880577909788172	19.9197696335295	18.0863348333824	17.0202888396824	0
"61"	"IR7"	"IR7-2"	8023	10	514	647	1076	409	1098	3744	0.234657039711191	"F"	-0.00901899932974733	-0.00899048267195658	-0.00894941477254555	0.00231216544010807	0.00218221780401538	0.00206233033838787	0.0299075709309683	0.0259179519210803	0.0225836829274894	1082.67096069173	24725.5009291454	2106.14585742982	0
"65"	"IR7"	"IR7-5"	8197	5	59	66	107	48	146	426	0.862815884476534	"F"	-0.00256651052538679	-0.00265924978527841	-0.00273629776305689	0.00569639062721685	0.00552801764099124	0.00533513861713809	0.682883847412726	0.663386605510809	0.643411160397121	37.6817257086092	37.9959432901644	40.2028995527098	0
"67"	"talB"	"talB-1"	8266	1	14	1	4	2	1	22	0.0314795383001049	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"69"	"talB"	"talB-2"	8511	5	20	48	69	26	19	182	0.288562434417629	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"71"	"talB"	"talB-3"	8619	8	127	100	186	65	96	574	0.401888772298006	"F"	-0.040125916469562	-0.0388059588043989	-0.0381016494366842	0.00829888849783598	0.00811508785201463	0.00789416850684038	0.0168700747476676	0.017385382027093	0.0169515198461977	11.3916547216932	6.68072919744605	30.0872274899582	0
"73"	"talB"	"talB-4"	8818	11	172	224	344	132	324	1196	0.610703043022036	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"75"	"talB"	"talB-5"	9020	10	231	230	359	192	447	1459	0.822665267576075	"F"	-0.00804649408099075	-0.00906086530710874	-0.00991432869293011	0.00679992354841367	0.0065165906186684	0.00618642027354109	0.321910238209683	0.258594780788264	0.207350139411849	17.1561656358368	22.6009333223593	29.3421185100298	0
"77"	"IR8"	"IR8-1"	9197	2	31	30	69	21	69	220	0.0619469026548673	"F"	-0.00635142402496128	-0.00653407996120219	-0.00661145220557944	0.00899796339042362	0.00845222377981141	0.00784101313173241	0.531144163144878	0.495810086055317	0.461042381381381	6.77016085191925	6.02149231131802	5.72495452903312	0
"79"	"IR8"	"IR8-2"	9223	2	25	39	72	28	106	270	0.292035398230089	"F"	0.0135793123539512	0.0147269120948722	0.0157259719613882	0.00610792630684765	0.00596240865702853	0.00573871089412458	0.112704061695874	0.0900675956698914	0.0713184750827858	377.781501791704	40153.3912711828	1546.71168873864	0
"81"	"IR8"	"IR8-4"	9262	2	44	29	50	40	90	253	0.63716814159292	"F"	0.000789210256873903	-0.0031905757828015	-0.00576024958145475	0.018193920111465	0.0156310911427152	0.0126718197334618	0.96812615929002	0.851324427606951	0.680293519683388	17.2236513171384	48.3116969854261	231.322939456833	0
"83"	"mogA"	"mogA-1"	9309	5	30	33	67	27	86	243	0.00851788756388416	"F"	0.00356388115413878	0.00367557344063156	0.00377975889842821	0.00564460206579655	0.00541196602037004	0.00516309320309041	0.57261994986243	0.545743049913851	0.517130540169491	411.669049255651	1524.50086675827	65362.0400985537	0
"85"	"mogA"	"mogA-3"	9551	3	35	53	87	23	83	281	0.420783645655877	"F"	-0.0112295692810195	-0.00991790213708937	-0.00869593377313913	0.0105204600969172	0.00955062517243812	0.00866482364572656	0.364059588495862	0.375404607315075	0.389520266728606	9.15009183929089	5.79258300581827	7.12814184710225	0
"87"	"mogA"	"mogA-4"	9693	6	70	115	215	80	196	676	0.662691652470187	"F"	0.000565879441549973	0.000126295145890055	-0.000328369577367773	0.00617569423938413	0.00648534709343926	0.00677181366683009	0.932767602238686	0.985685824793932	0.96437289131202	154.528064785139	79.7532929976078	45.2294584092068	0
"89"	"mogA"	"mogA-5"	9776	5	116	129	284	106	235	870	0.804088586030664	"F"	-0.00688974242872665	-0.00669323956774612	-0.00639754753037844	0.00582468444031713	0.00602475897025189	0.00620270572096235	0.322070457329649	0.347617118355678	0.37821621425796	107.760879011047	36398.4409895233	304.997954675849	0
"91"	"yaaH"	"yaaH-1"	9927	5	138	127	243	92	250	850	0.00176678445229682	"C"	-0.0120918550547876	-0.013378067784015	-0.0144916298731423	0.00621203367512259	0.00605101282525297	0.00582756978490414	0.146772150617761	0.114007905113775	0.0887396212355301	892.818791055557	9898.43378226172	49648.9935687327	0
"95"	"yaaH"	"yaaH-3"	10156	4	111	137	217	75	154	694	0.406360424028269	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"97"	"yaaH"	"yaaH-5"	10381	8	132	129	250	141	314	966	0.803886925795053	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"103"	"IR10"	"IR10-3"	10569	3	18	18	43	20	47	146	0.517006802721088	"F"	0.00510658465876126	0.004362401022409	0.00372093957155927	0.00736912321596982	0.00677334429491429	0.00618516354478668	0.538156045429943	0.565393982759701	0.589869297623129	31.080065136304	34.1451883405113	36.0580491602646	0
"105"	"IR10"	"IR10-4"	10595	2	60	85	95	52	145	437	0.693877551020408	"F"	-0.00572448295261079	-0.00598091623804353	-0.00607605918797368	0.00879161248376292	0.00788274427022737	0.00706730776504028	0.561390165703044	0.503177683047225	0.453149717494308	304.267812562759	68.6470444683682	478.738534689175	0
"107"	"htpY"	"htpY-1"	10689	7	158	271	373	178	477	1457	0.0673211781206171	"C"	0.00204071013570125	0.00144239314599298	0.000780434506412025	0.00542127838750902	0.00563813653453477	0.00580990305775982	0.731645997635992	0.814622054338163	0.901648373894305	110.053247049606	74.2783519719293	71.3710319451289	0
"109"	"htpY"	"htpY-2"	10824	3	31	33	53	34	99	250	0.256661991584853	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"111"	"htpY"	"htpY-3"	10955	7	153	184	376	186	375	1274	0.44039270687237	"C"	0.00185858229288916	0.00231331298369317	0.00280750762197276	0.00588587304021622	0.00606555132204912	0.00621427974671858	0.772870067737488	0.728325688875443	0.682089007391158	64.5076305047246	91.9242452835192	139.947665927869	0
"113"	"htpY"	"htpY-4"	11125	5	25	54	61	35	75	250	0.678821879382889	"C"	0.00168862187252365	-0.000444777086957248	-0.00291953827807472	0.0108538653928232	0.0116833590231806	0.0121460506065133	0.886244575239099	0.9720240821352	0.825533312638369	18.8311228648	16.9754388315649	26.7013596844391	0
"115"	"htpY"	"htpY-5"	11229	6	70	82	153	60	109	474	0.82468443197756	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"117"	"yaaI"	"yaaI-1"	11430	2	78	121	174	97	258	728	0.123762376237624	"C"	0.00765115109339364	0.00766041543303422	0.0075983322561682	0.004836313341977	0.00459974716759248	0.00436608090143417	0.211792519623583	0.194422714237891	0.180179568069691	73.6833129496472	16.380338255724	11.5093412539461	0
"119"	"yaaI"	"yaaI-2"	11484	1	25	21	41	16	32	135	0.257425742574257	"C"	-0.0218960757590916	-0.0231259296701963	-0.0242096553343834	0.00667207573816437	0.00661385228404655	0.00646219928988997	0.0463647821923992	0.039578197835449	0.0331994026044234	46.9448925755013	143.031426573743	1435.65427088406	0
"125"	"IR12"	"IR12-1"	11809	3	67	87	142	47	113	456	0.064	"F"	-0.0184238646916	-0.0178245094346825	-0.0170363091247373	0.00395760266724234	0.00412347041952872	0.00430236893695299	0.0186985290109179	0.0228180562304704	0.0287587633390096	82.2064562022321	22.9409520656938	17.7436191996877	0
"131"	"IR13"	"IR13"	14100	1	11	2	3	3	3	22	0.252873563218391	"F"	-0.0591334621561179	-0.0817806676714172	-0.0798802179816733	0.0382079710597505	0.0303207601144672	0.0231698224565578	0.21944717854638	0.0739622528754617	0.0410083437038034	96.1815422988898	4363.00777017551	161977.207563413	0
"137"	"mokC"	"hokC-1"	16762	2	62	80	98	48	152	440	0.062200956937799	"C"	-0.00558054544914467	-0.00544267394934371	-0.00520592379796354	0.00862174713742124	0.00781648721494123	0.00703959308713004	0.563575158026368	0.53633597749427	0.513201542238347	24.7096368155529	36.5591726949614	56.1150145326386	0
"139"	"mokC"	"hokC-4"	16856	1	86	78	98	34	228	524	0.511961722488038	"C"	-0.00782322127453365	-0.00248904226440665	0.00018521957096877	0.022894508903037	0.0187916356805969	0.0144332519522872	0.755106798474789	0.903009416897923	0.990566860013586	2443.15727656371	287.319253729215	245.317497273297	0
"141"	"mokC"	"hokC-5"	16889	2	90	144	256	104	348	942	0.669856459330144	"C"	0.0108772297508531	0.0111814267585174	0.0114599316640723	0.00449044932546719	0.0044344499282226	0.00434949395852313	0.093974894449316	0.0860640153571345	0.0780048100409525	66.169995688256	131.623825501325	274.210243658499	0
"143"	"mokC"	"mokC-1"	16762	2	62	80	98	48	152	440	0.062200956937799	"C"	-0.00558054544914467	-0.00544267394934371	-0.00520592379796354	0.00862174713742124	0.00781648721494123	0.00703959308713004	0.563575158026368	0.53633597749427	0.513201542238347	24.7096368155529	36.5591726949614	56.1150145326386	0
"145"	"mokC"	"mokC-3"	16856	1	86	78	98	34	228	524	0.511961722488038	"C"	-0.00782322127453365	-0.00248904226440665	0.00018521957096877	0.022894508903037	0.0187916356805969	0.0144332519522872	0.755106798474789	0.903009416897923	0.990566860013586	2443.15727656371	287.319253729215	245.317497273297	0
"147"	"mokC"	"mokC-4"	16889	3	104	153	291	138	411	1097	0.669856459330144	"C"	0.0147122754861377	0.0148645183099022	0.0150249238723066	0.000907166081799927	0.000951943644144784	0.000996508517845855	0.000510010410975089	0.000570790363238704	0.00063334737466811	533427.638138475	6540.64615871215	4096.81668522428	0
"149"	"mokC"	"mokC-5"	16931	5	126	133	273	140	356	1028	0.870813397129187	"C"	0.00673178729368557	0.00631209149953066	0.00592124955197412	0.0059216287290956	0.00550898972115127	0.00511349853256695	0.338203868662276	0.334999259465883	0.330693433141591	133.891859715266	177.548319404885	365.478099531124	0
"151"	"IR16"	"IR16-1"	16960	10	232	266	504	196	641	1839	0.00189393939393939	"F"	0.000953829274122398	0.00129304855008858	0.00158630398311579	0.00551860124362733	0.00530829988935549	0.00507515060774227	0.873781153074623	0.823255607489759	0.77507982072157	2647.0092532858	814662.32262338	3089.492657299	0
"153"	"IR16"	"IR16-2"	17074	2	39	59	101	53	112	364	0.21780303030303	"F"	0.00499330274954083	0.00519616113223436	0.00542444440763603	0.00481846298756385	0.00509292210978717	0.00536911270511951	0.376268856070501	0.382704860589812	0.386762824620183	1257.99389297294	464.676665354178	232.220768955311	0
"155"	"IR16"	"IR16-3"	17212	3	22	15	45	22	34	138	0.479166666666667	"F"	-0.00684062315362064	-0.0077361344816635	-0.007392059729855	0.0164713036625963	0.0149035701847046	0.0128487600824521	0.705834146340681	0.639568059540726	0.605395173723031	19.0109202206276	45.8006048566166	242.531757139803	0
"159"	"IR16"	"IR16-5"	17406	3	13	11	23	4	18	69	0.846590909090909	"F"	-0.0301206114608469	-0.0278175783313297	-0.0259949807341805	0.0175838789091541	0.0138195771876599	0.0110774704364979	0.185236115809503	0.137595534041719	0.100611219220394	30.8641415185022	9.19440562883712	8.60094162456867	0
"163"	"nhaA"	"nhaA-4"	18253	1	19	11	21	7	14	72	0.656089193825043	"F"	-0.041232084535161	-0.0471172196794997	-0.0515725534877192	0.0107646865692914	0.0108956176055026	0.0107049678238321	0.0313539076145798	0.0227938291631309	0.0170372273399549	1556.54218430464	9908.03770093395	23147.7283708273	0
"165"	"nhaA"	"nhaA-5"	18509	3	13	6	16	7	21	63	0.875643224699828	"F"	-107	NA	-107	-107	-107	-107	-107	-107	-107	-107	-107	-107	0
"167"	"nhaR"	"nhaR-1"	18728	14	327	410	714	322	813	2586	0.0154696132596685	"F"	-0.00131568411285114	-0.00135606678993007	-0.00139570354412856	0.00115934433117525	0.00115500702672615	0.00115004319435304	0.33890898087621	0.325084806216961	0.311728145862482	31.4164165452688	33.334796026439	35.3948726365106	0
"169"	"nhaR"	"nhaR-2"	18921	17	456	575	960	378	1096	3465	0.228729281767956	"F"	-0.00488735482980206	-0.00479654129564791	-0.0047107997721604	0.0031506506830454	0.00299830998346109	0.00285238729227697	0.218642576031646	0.20795863880945	0.197197790815478	3159.01449092342	23120.5648808515	58666.133839397	0
"171"	"nhaR"	"nhaR-3"	19132	6	198	269	511	244	686	1908	0.461878453038674	"F"	0.0108011586788298	0.0109186381927387	0.0110283590309635	0.00123168299943661	0.00117730147241145	0.00112714948387997	0.00312313629803692	0.00265303850863749	0.00226875456705082	2613.5499296383	714.591353658764	326.3830552764	0
"177"	"IR18"	"IR18"	19654	2	17	23	19	14	35	108	0.918918918918919	"F"	-0.0106399555962219	-0.0114057032238935	-0.0114627141975041	0.0152491807946582	0.0119353008720481	0.00926877846176176	0.535555969157564	0.409760023445807	0.304186891016947	18.0541228582118	35.8267809653524	486.296994225753	0
"179"	"ECB_00020"	"ECB_00020-1"	19659	12	104	145	221	112	297	879	0.00104275286757039	"C"	0.00265770174802387	0.00271048730605864	0.00275058484609959	0.00324820788387864	0.00309206911111684	0.00294014116751546	0.473181048509883	0.44523721758175	0.418529250061558	26.7253935586663	37.7860593427077	57.2308176157999	0
"183"	"ECB_00020"	"ECB_00020-4"	20413	2	37	47	86	35	85	290	0.787278415015641	"C"	-0.00447254923657898	-0.0044010724478591	-0.00432337386417154	0.00178744793607565	0.00182948160713049	0.00187145857115841	0.0875368675801336	0.0953898068062009	0.10401550572327	3254.66634761199	25029.2008330582	905.86897566844	0
"185"	"ECB_00020"	"ECB_00020-5"	20493	3	37	39	74	38	74	262	0.870698644421272	"C"	-0.00483475131547448	-0.00460414645943323	-0.0042919780887466	0.00645713037472539	0.00650691392078815	0.00648431101988617	0.508368563827314	0.53022354707102	0.555336208241885	280.627704722438	93.0875245414429	65.6791029736165	0
"187"	"ECB_00021"	"ECB_00021-1"	20641	7	142	323	942	80	303	1790	0.00960698689956332	"C"	-0.0224541779570303	-0.0130012163634574	0.00766205540073212	0.0329076963775578	0.0417495795217794	0.0465720746286838	0.543988356431221	0.775875253545686	0.879781796015992	58.0516786761626	1509.21305894053	88.198249836305	0
"189"	"ECB_00021"	"ECB_00021-2"	20892	5	45	69	96	40	66	316	0.22882096069869	"C"	-0.0216213395196421	-0.0193027907910502	-0.0169691875858152	0.00812599972844124	0.00840370175480023	0.00862820082709382	0.076289125710187	0.105283533216026	0.143907123777599	126.092160462125	288.436206086991	2368.50391957475	0
"201"	"ECB_00022"	"ECB_00022-2"	22443	2	28	43	52	18	67	208	0.333806818181818	"C"	-0.0114585760421926	-0.0106286655992883	-0.00983856416661092	0.0107324182948432	0.0100016608062123	0.00936033580608871	0.363960232953226	0.365883745790846	0.370411192633137	52.3828767507735	36.1173335602459	26.169522866775	0
"205"	"ECB_00022"	"ECB_00022-4"	22633	2	16	17	41	21	53	148	0.603693181818182	"C"	0.0138350231770845	0.0132680029232614	0.0126699297783633	0.00710438890112839	0.00639851767703865	0.0057995525840297	0.146647349800293	0.129793575975367	0.116839682233785	182.327118371801	345.020843954527	1292.18305533301	0
"207"	"IR21"	"IR21-4"	23202	3	15	36	46	18	26	141	0.668981481481482	"F"	-0.0186385517617538	-0.0177272980277386	-0.0176333232426647	0.0171359384792291	0.0188725128679583	0.0200968998498916	0.356308656722851	0.416862503961635	0.444854543127644	72.1985369448703	133.891553858852	15632.0680188018	0
"211"	"ECB_00025"	"ECB_00025-1"	24108	2	18	26	54	32	67	197	0.154285714285714	"C"	-107	NA	-107	-107	-107	-107	-107	-107	-107	-107	-107	-107	0
"215"	"IR23"	"IR23-2"	24582	1	13	6	15	3	19	56	0.367983367983368	"F"	-0.0239816606414747	-0.0267904206056619	-0.027657352683839	0.0270716580643526	0.0212875566283478	0.0161268359138379	0.440939332339983	0.297240066482072	0.184856685080523	662.091777491444	590.132615546492	377.597677137234	0
"219"	"IR23"	"IR23-4"	24699	6	86	69	95	44	155	449	0.611226611226611	"F"	-0.0140723570620068	-0.0163686084858525	-0.0177158799605208	0.0140990161954941	0.0129199790260905	0.0115936628104971	0.391784818816032	0.294600818463123	0.223954088804737	29.7541022953927	52.0875484050023	106.07865850937	0
"221"	"IR24"	"IR24-5"	25241	2	22	37	83	42	147	331	0.891089108910891	"F"	0.033916170566372	0.0341544236316303	0.0344615649091992	0.00174242469983512	0.00189297676374033	0.00207360986979861	0.000296211012747184	0.000371350297278233	0.000474258352877022	58.5105165378992	125.62311882773	674.214990170994	0
"223"	"yaaY"	"yaaY-1"	25273	1	27	11	2	3	2	45	0.0917431192660551	"F"	-103	NA	-103	-103	-103	-103	-103	-103	-103	-103	-103	-103	0
"225"	"yaaY"	"yaaY-2"	25313	2	20	23	54	14	23	134	0.275229357798165	"F"	-103	NA	-103	-103	-103	-103	-103	-103	-103	-103	-103	-103	0
"231"	"ileS"	"ileS-4"	28251	2	18	16	25	11	40	110	0.634943181818182	"F"	-0.00664874036404407	-0.00737462298374823	-0.00784771119031738	0.011874286146417	0.0111494243229425	0.0102194901863527	0.614617736689122	0.555597426995983	0.498445505021318	24.907963918259	34.2065014251627	65.5864372035131	0
"239"	"ispH"	"ispH-5"	31283	1	22	26	42	16	26	132	0.983157894736842	"F"	-0.0273345854666774	-0.0245881515332303	-0.0220440263319192	0.00613118295463986	0.00577823965671166	0.00519262231088094	0.0210092650750347	0.0237922289950929	0.0239419617675729	16396.8554801072	11018.0892354145	2212.31411464735	0
"241"	"IR29"	"IR29"	31305	4	76	42	116	43	111	388	0.078125	"F"	-0.0137192813399207	-0.019879157063205	-0.023450081340795	0.0158162907581025	0.0134683121071441	0.0109152463003646	0.449531709031965	0.236425670811502	0.120892737296892	6619.34708879875	3785.97313680677	10526.152154671	0
"245"	"rihC"	"rihC-3"	31759	5	89	90	207	48	197	631	0.431072210065646	"F"	-0.0104130366705561	-0.0087414369889455	-0.0074214983222373	0.0132155577873992	0.0116080376594161	0.0100750341029525	0.488253967028076	0.506126486964522	0.514727368853754	15.1765726632723	8.5599800885536	3.7008734619575	0
"247"	"rihC"	"rihC-4"	31948	10	102	115	283	114	239	853	0.637855579868709	"F"	0.000201700122897717	0.000329000955367194	0.000483333403723865	0.00781393741136961	0.00803986333428235	0.00821967343484265	0.981027636844805	0.96992979251232	0.956807508520954	491.282099900001	105.293530960968	12.8970214531786	0
"249"	"rihC"	"rihC-5"	32101	5	85	108	143	105	322	763	0.805251641137856	"F"	0.0145094994978979	0.0157300386243793	0.0163313867394931	0.0113957831432628	0.00950376867490016	0.00791853269574276	0.292638520707226	0.196471627275022	0.1311904704261	5043.96046334654	616.465949105597	4297.98497721018	0
"255"	"carA"	"carA-1"	33810	4	19	19	15	9	14	76	0.0766550522648084	"F"	-0.0453746185397654	-0.0465905710223756	-0.0458528233995344	0.0126255518776904	0.010661036252234	0.00909815588585207	0.0369218102304312	0.0221625853768652	0.0150613533626792	25.0622199604316	1504.15214873022	564.859730160754	0
"259"	"carA"	"carA-5"	34683	2	13	4	6	2	0	25	0.837108013937282	"F"	-107	NA	-107	-107	-107	-107	-107	-107	-107	-107	-107	-107	0
"265"	"carB"	"carB-3"	36511	5	24	11	9	19	21	84	0.503880782365725	"F"	-0.0216998014233851	-0.0249327546152373	-0.0211780552846419	0.0378667912052702	0.027834068867707	0.0188586164285203	0.606741912356211	0.436385560083315	0.343203856159738	171.532244196692	56.0192503847303	852.44108691912	0
"269"	"carB"	"carB-5"	37788	7	98	41	116	26	126	407	0.900341508848184	"F"	-0.0244710691913937	-0.0313460200383836	-0.0336843700483396	0.0248834998589297	0.0201915712646307	0.0156290066842135	0.397912655911862	0.218368838484204	0.120112245833394	223.339878796795	4010.37650213403	588.242364215846	0
"271"	"IR34"	"IR34"	38110	2	12	15	25	12	13	77	0	"F"	-0.0262055470945442	-0.0176527897569798	-0.010467162585938	0.0139705922649999	0.0131947416026682	0.0109280606926731	0.157352892324195	0.27331476302107	0.408811973050428	3233.32028562603	864.149794651101	4917.74006535753	0
"275"	"ESCRE0039"	"ESCRE0039-3"	38236	2	169	210	339	149	372	1239	0.441340782122905	"C"	-0.00645623384623078	-0.00655802812653779	-0.00665571427708776	0.00123865400179183	0.00122151714190223	0.00120429262684296	0.0137288064029951	0.01265033259575	0.0116714567562876	48950.5248419175	4008927.8472466	31991.1485480208	0
"277"	"ESCRE0039"	"ESCRE0039-4"	38279	3	45	54	87	58	130	374	0.681564245810056	"C"	0.0077161767578409	0.00806901813316838	0.0082811888930809	0.00769282912811268	0.00751755166554615	0.00737657334781936	0.38974916571403	0.361767527431144	0.343334093758796	35.5238066209623	11.8308801582953	9.55139959378074	0
"281"	"caiF"	"caiF-1"	38372	5	53	47	102	42	131	375	0.00253164556962025	"F"	0.000316382779272175	-0.000787375408265487	-0.00163357604809141	0.0088429457490405	0.00820564060486262	0.00751445474250702	0.973706896048188	0.92960662632426	0.841849458390089	52896.2992529022	1084.2958220465	438.063399225351	0
"283"	"caiF"	"caiF-2"	38499	3	56	46	119	62	163	446	0.324050632911392	"F"	0.011142683285955	0.00923184030044681	0.00776278036921915	0.011398159948436	0.00963276449750439	0.00802686621363104	0.400374519623973	0.408572870986701	0.404831345501215	11381.0977988965	444.213798057618	162.664819321019	0
"285"	"caiF"	"caiF-3"	38562	2	41	63	132	59	135	430	0.483544303797468	"F"	0.00972408076573644	0.00926020384127462	0.00870044404129674	0.00536313708871393	0.00566141392337722	0.00595399382291401	0.167465303584912	0.20042559823573	0.240086766426018	4165.57073447959	350.975673901065	108.367581158416	0
"287"	"caiF"	"caiF-5"	38690	3	26	51	103	47	129	356	0.807594936708861	"F"	0.0219332428482184	0.0197329994226141	0.0175529985442494	0.00588217616097042	0.00574917819383709	0.0054500251754331	0.0336034499255925	0.0414678232610139	0.0485576602253953	12225.2005255217	1401.12336862535	640.123464144237	0
"291"	"caiE"	"caiE-1"	39056	2	142	174	349	121	370	1156	0.13728813559322	"C"	-0.0016473723368674	-0.00139220923634478	-0.00115920105458694	0.00504012989891273	0.00490305259259853	0.00475776753587324	0.765257288511927	0.794920380892769	0.823217475898772	8.61570744285247	7.98353002996541	8.25913933917046	0
"297"	"caiE"	"caiE-4"	39376	3	43	47	81	43	109	323	0.679661016949153	"C"	0.00144716555128132	0.00111842528635642	0.000806736371635582	0.0054678699031639	0.00523189883830878	0.00497817614477325	0.808408108574627	0.844430484104237	0.881562603908616	24.1441456863351	29.5416511023887	36.4120168884242	0
