"ORF"	"alle"	"site"	"abn"	"t1"	"t2"	"t3"	"t4"	"t5"	"tot"	"pos"	"strand"	"fitted"	"fitted1"	"fitted2"	"sterr"	"sterr1"	"sterr2"	"pval"	"pval1"	"pval2"	"rmse"	"rmse1"	"rmse2"	"qlty"
"37"	"yaaA"	"yaaA-1"	5684	10	104	163	95	92	81	535	0.0038659793814433	"C"	-0.0127872107954312	-0.0130512855956463	-0.0132714119800258	0.00381213942465993	0.00358038102452735	0.00337434317243051	0.0439172062854006	0.0356112110452771	0.0292710937783496	517.339265559525	2300.8857288622	8987432.34174845	0
"39"	"yaaA"	"yaaA-2"	5838	12	165	284	228	242	154	1073	0.202319587628866	"C"	-0.00101293274298672	-0.000404050387493365	0.000224573963222968	0.0058231837871612	0.00598756170649091	0.00610234434801009	0.872981792840315	0.950444038083163	0.972955340939659	24.3128467760653	19.0595006797497	15.0194409902423	0
"41"	"yaaA"	"yaaA-3"	6010	7	295	432	359	245	220	1551	0.423969072164948	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"43"	"yaaA"	"yaaA-4"	6195	1	38	114	70	47	50	319	0.662371134020619	"C"	-0.00132705178149219	-0.00333141705654384	-0.00555913916287765	0.0137618295698692	0.0141769033127718	0.0140602946448901	0.929259953752179	0.829343544157645	0.719000650681757	179.953296479303	4405.08983035826	56.1432000783904	0
"45"	"yaaA"	"yaaA-5"	6319	9	265	510	400	481	392	2048	0.822164948453608	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"47"	"IR6"	"IR6"	6479	4	52	97	23	47	41	260	0.308823529411765	"F"	-0.0145845971982224	-0.0156149396240954	-0.0151991263625993	0.0213736640505476	0.0153483610181573	0.0111114022246979	0.54397469772289	0.383882572027153	0.264801874168661	83.5846919847484	177.198965277513	10.2224082131897	0
"49"	"yaaJ"	"yaaJ-1"	6528	22	393	886	705	645	463	3092	0.000699300699300699	"C"	0.00377801498721268	0.00311226751724922	0.00235969927382595	0.00786108485025713	0.00839971184056508	0.00891451745786359	0.663673208888467	0.735609815488909	0.808382964013091	1029.96886602766	919262.778801981	457.867791855394	0
"51"	"yaaJ"	"yaaJ-2"	6824	15	440	1019	770	778	604	3611	0.207692307692308	"C"	0.00904404053649502	0.00799939959544721	0.00687621574779187	0.00584706796331831	0.00600225936307274	0.00609921010738153	0.219653739832043	0.274799509302248	0.341603044813755	4617.24706724937	11532.7305699707	437564.929488614	0
"53"	"yaaJ"	"yaaJ-3"	7156	13	164	301	290	239	185	1179	0.43986013986014	"C"	0.00357809527497255	0.00328429062003303	0.00282741078302805	0.00813905019805196	0.00925836052994341	0.010427182485976	0.689953673207382	0.746257875273838	0.803857254300732	56.3614940323831	27.3927757146523	23.3511628417662	0
"55"	"yaaJ"	"yaaJ-4"	7397	10	629	1185	937	986	749	4486	0.608391608391608	"C"	0.00591379704418226	0.00575632449721972	0.00556449843307788	0.0034955786645025	0.00365633302599493	0.00381899546369651	0.18926310882902	0.213477441493812	0.241148125416826	50.2565167696759	37.4848433439692	28.6731067425689	0
"57"	"yaaJ"	"yaaJ-5"	7705	10	158	297	199	222	150	1026	0.823776223776224	"C"	-0.00241523680765862	-0.0020915711608365	-0.00175630112847882	0.00357627164511962	0.00360400167497035	0.00361538772737011	0.547848163159097	0.602398863997328	0.660390439863647	92.0680324117281	92.2307755837539	95.3592391216815	0
"59"	"IR7"	"IR7-1"	7961	4	35	71	66	80	50	302	0.0108303249097473	"F"	0.0160235012088691	0.0156898376233877	0.0150528219916789	0.00853386662853375	0.00942726342230974	0.0103368288386319	0.157061765707913	0.194640115199958	0.241356452099355	62.2731106973641	36.6324308080393	23.7357934206262	0
"61"	"IR7"	"IR7-2"	8016	14	828	1295	926	1097	717	4863	0.209386281588448	"F"	-0.00343736424130843	-0.00312990159409957	-0.00280100542998341	0.00437729822227071	0.00442785336253981	0.0044513709091125	0.489601368289848	0.530607506948913	0.573842678200947	486330.742945445	1930.70926522925	419.32697400177	0
"67"	"IR7"	"IR7-5"	8197	7	122	213	176	160	160	831	0.862815884476534	"F"	0.00709838283697443	0.00738382036608314	0.00760217738635783	0.00472025419306909	0.00470838679386243	0.00467710529268301	0.229670442882268	0.214830388509887	0.202547069466173	7.65130185254644	12.2283084380496	22.1695695772181	0
"69"	"talB"	"talB-1"	8266	6	80	155	90	108	94	527	0.0314795383001049	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"71"	"talB"	"talB-2"	8475	8	37	83	76	80	77	353	0.250786988457503	"F"	0.0248435258311463	0.0237196894784119	0.0224081182844924	0.00443444267802247	0.00474056199840582	0.00500416849962988	0.01123699898968	0.015362428951973	0.0207633434014467	988.667069265582	49.9833610359434	18.1862225041495	0
"75"	"talB"	"talB-4"	8818	12	226	531	534	510	584	2385	0.610703043022036	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"77"	"talB"	"talB-5"	9018	12	235	407	285	334	321	1582	0.820566631689402	"F"	0.00963508176436344	0.0101179154326756	0.010571592651095	0.00344293324461853	0.00341745075060128	0.00338703621199181	0.067936879046031	0.059512349099295	0.0524229033113217	27.7395306713247	40.9039248564724	60.4205885230009	0
"79"	"IR8"	"IR8-1"	9197	2	20	10	13	9	4	56	0.0619469026548673	"F"	-0.0471025032860976	-0.0528238724938848	-0.0531076322763072	0.0217383216257381	0.0188129599934202	0.0152253842194488	0.118813458496394	0.0674129954282692	0.0398214839237467	15.504392987169	87.4613949584843	692.495390602237	0
"81"	"IR8"	"IR8-2"	9223	2	29	53	44	44	19	189	0.292035398230089	"F"	-0.011762956817573	-0.00671869009576294	-0.00184779077749919	0.0132956123521251	0.0133960592390654	0.0126758488974876	0.441463309534784	0.650482398122955	0.893344655431243	429.768730958856	101.037726088093	30.2564824100024	0
"83"	"IR8"	"IR8-4"	9262	2	32	64	40	45	13	194	0.63716814159292	"F"	-0.0282905739169694	-0.0156761261073007	-0.00622316537822007	0.0185581528517359	0.0169244712021625	0.012989813942366	0.224801382093212	0.422639470148042	0.664634893814984	168.166289951389	44.2836996738826	211.192877813434	0
"87"	"mogA"	"mogA-1"	9309	8	94	132	98	103	74	501	0.00851788756388416	"F"	-0.00763751986055349	-0.00799435018781046	-0.00831853103984799	0.0039654549236576	0.00388550733362822	0.00378569049114608	0.149750820105703	0.131814245809289	0.115456357717754	101.195075400779	177.419360630988	321.462715084145	0
"91"	"mogA"	"mogA-3"	9551	3	27	44	44	37	24	176	0.420783645655877	"F"	-0.00271232511474024	-0.00204670596472563	-0.00128449044817724	0.00961146537659183	0.0106783079174102	0.0117349186022505	0.796141174190091	0.860240482219782	0.919749713671322	44.2331698110756	186.765576657641	482.957144578277	0
"95"	"mogA"	"mogA-5"	9788	7	79	207	92	133	87	598	0.824531516183986	"F"	3.98821053245142e-05	-0.00108562289030046	-0.00240238959858058	0.0099942927798494	0.0105786694445158	0.0109416528024675	0.997066581931422	0.924736736463473	0.840302058963983	8.77376347814204	9.85970849010948	14.0618423081521	0
"97"	"yaaH"	"yaaH-1"	9927	6	132	240	171	192	139	874	0.00176678445229682	"C"	0.00163972818903631	0.00174055127767799	0.00184451658568648	0.00252982845367667	0.00258369379960415	0.00263538123154951	0.563069346439605	0.548780801794457	0.534378584576179	179.41323332689	141.223736301858	113.096816958246	0
"101"	"yaaH"	"yaaH-3"	10156	6	123	294	244	238	210	1109	0.406360424028269	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"103"	"yaaH"	"yaaH-4"	10278	3	16	47	15	21	8	107	0.621908127208481	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"105"	"yaaH"	"yaaH-5"	10381	8	123	319	222	200	231	1095	0.803886925795053	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"109"	"IR10"	"IR10-3"	10569	4	115	95	53	87	74	424	0.517006802721088	"F"	-0.0118070724083915	-0.0175758475123306	-0.0207211743105692	0.0185500860838002	0.0158868938625582	0.013008386316764	0.569693926285177	0.349335172089547	0.209428569145701	121.49218679598	936.468704659116	298585.305252403	0
"111"	"IR10"	"IR10-4"	10595	2	14	46	24	14	6	104	0.693877551020408	"F"	-0.0389247980979404	-0.0317954461095431	-0.0233168020294647	0.0226447996360554	0.0269258563714913	0.0297401769467597	0.184119991321643	0.322755156617289	0.490235897447491	916.674608324529	53.0692206844608	27.9920438212073	0
"115"	"htpY"	"htpY-1"	10689	4	63	114	66	78	65	386	0.0673211781206171	"C"	-0.00137222975279179	-0.00139567826183293	-0.00141253782171691	0.00329579384463977	0.00314758334291106	0.00300399103795566	0.705142561451017	0.687495996103521	0.67026981110906	70610.9917250002	960.811244909952	279.694114816336	0
"119"	"htpY"	"htpY-3"	10955	7	97	190	93	146	103	629	0.44039270687237	"C"	0.00134556237944588	0.00150351620921378	0.00164236963615784	0.00786695049802458	0.00733485945799422	0.00682757718008074	0.875077967642817	0.850705933496515	0.825405910070958	54.1102853701923	1049.19113356244	20.3931863419033	0
"121"	"htpY"	"htpY-4"	11125	6	115	141	153	132	104	645	0.678821879382889	"C"	-0.000914612804448804	-0.0020470207498715	-0.00285780080580549	0.00969960116654833	0.00927843069795635	0.00882376737037734	0.930820689670474	0.839549011548376	0.76729824096107	1130.55108631152	70.2623558514946	24.9431310717653	0
"123"	"htpY"	"htpY-5"	11223	9	105	173	128	128	98	632	0.816269284712483	"C"	-0.00323484270429885	-0.00321083952397362	-0.00318035007798545	0.00223646876951755	0.00226614532817241	0.00229476390800835	0.243849559708755	0.251512836807783	0.259825090788054	44.1802689302931	61.0743665707661	121.924586704094	0
"127"	"yaaI"	"yaaI-1"	11394	3	44	59	53	55	67	278	0.0346534653465347	"C"	0.0144786085307293	0.0156192666469196	0.01658378508438	0.00977671800389054	0.00916237167052353	0.00856010064718712	0.235212198373673	0.186793203296685	0.148097707034038	3887.79762576692	451.03006488517	290.949108531802	0
"129"	"yaaI"	"yaaI-2"	11466	7	108	160	73	68	53	462	0.212871287128713	"C"	-0.0308260468167244	-0.0317858381999055	-0.0322721105469622	0.00515999979157948	0.00474325754666636	0.00447677222288101	0.00938654048744934	0.00678009183242642	0.00550284422086908	11.9694011397661	29.4952152669617	57.4383997845034	0
"133"	"yaaI"	"yaaI-5"	11706	3	21	41	19	21	0	102	0.806930693069307	"C"	-0.0167096652041331	-0.0165282841496039	-0.0160369085897189	0.00960730683872225	0.0100685551160522	0.0106444560723511	0.224117406754741	0.242376229523783	0.27089241815948	9.4945434584808	104.5245537087	243.154443703797	0
"135"	"IR12"	"IR12-1"	11786	5	41	76	51	60	27	255	0.00266666666666667	"F"	-0.0123740627495211	-0.00838223428458385	-0.00449513876688313	0.0105779248076452	0.0104458449172553	0.00973704267306563	0.326563880005107	0.480978526512224	0.675746160089918	1200.97410783199	1065.35652758003	1079.23164646943	0
"137"	"IR12"	"IR12-4"	12026	6	80	165	129	132	86	592	0.642666666666667	"F"	0.00241095770980548	0.00255032445984007	0.00267082499854923	0.00688400390679664	0.0071854067149634	0.007450479752697	0.749315933414304	0.746126994320411	0.743728252477988	270.550932038264	921.605319280639	34108.5564658016	0
"141"	"IR13"	"IR13"	14098	2	40	98	6	13	11	168	0.229885057471264	"F"	-0.0651853544279777	-0.0632548911879841	-0.0295013067235958	0.0408661529726987	0.0350775705849351	0.0390426051234048	0.208957691828696	0.169122660429535	0.504792728199916	6614.53905885924	1343.11220166788	765.210739122543	0
"159"	"mokC"	"mokC-5"	16923	7	194	349	254	262	215	1274	0.832535885167464	"C"	0.00215939198184242	0.00213632032378725	0.00211090808969773	0.00138457429706336	0.0014158103477495	0.0014473799521125	0.216753370631324	0.228457704045174	0.240801576465453	6.33792822442096	6.70430224527699	7.09752268922055	0
"161"	"IR16"	"IR16-1"	16960	15	231	536	358	384	260	1769	0.00189393939393939	"F"	0.0022155951254651	0.00175365688346194	0.00125645526765934	0.0066137979918398	0.00673805221756409	0.00678967845494982	0.759684366683092	0.811502823598952	0.864990741837587	36.637972882853	29.8144961061754	24.9211468910105	0
"171"	"nhaR"	"nhaR-1"	18728	19	381	594	462	417	287	2141	0.0154696132596685	"F"	-0.0104224928472416	-0.00993419177580922	-0.00937307507667269	0.00459615094594692	0.00477507560345704	0.00494057316152622	0.108158612932246	0.128950066667132	0.154061752920057	36.1866982397732	66.5863652225597	359.221630430469	0
"173"	"nhaR"	"nhaR-2"	18927	14	246	445	284	293	209	1477	0.235359116022099	"F"	-0.00768081501800752	-0.00745683275567325	-0.00722900765056065	0.00215133413352304	0.00216086576033703	0.00216988262044692	0.0375452161015457	0.0409112501389137	0.0446685746345783	49.9260513536346	54.8835479779389	61.2584770074288	0
"175"	"nhaR"	"nhaR-3"	19132	8	72	144	103	89	116	524	0.461878453038674	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"179"	"nhaR"	"nhaR-5"	19452	7	97	179	163	131	97	667	0.815469613259668	"F"	-0.00121725122793384	-0.00104635585089763	-0.000825864573533225	0.00815754504924836	0.00925456542544521	0.0104051384964666	0.89084834216022	0.917121456013269	0.941735610646559	99.2551996861033	33.4378387361596	21.0424629530616	0
"183"	"ECB_00020"	"ECB_00020-1"	19659	13	151	211	164	168	113	807	0.00104275286757039	"C"	-0.00882548147372116	-0.00889689171244387	-0.00893169101384888	0.00483672913998959	0.004739290440483	0.00461049966379165	0.165545696149402	0.157119934252974	0.148110063523198	7.62277467655772	9.10108858653195	11.7425104965726	0
"187"	"ECB_00020"	"ECB_00020-5"	20587	3	26	64	16	29	22	157	0.968717413972888	"C"	-0.0131791220451895	-0.0150481877917566	-0.0158217886081629	0.0182747815100624	0.0163330852510673	0.0152524511762533	0.522928727719842	0.424826564403972	0.375853611546357	21.0799882746874	997.767872226083	2181.0073636151	0
"189"	"ECB_00021"	"ECB_00021-1"	20633	9	97	219	137	125	174	752	0.00262008733624454	"C"	0.0124314600926319	0.0148181106097184	0.0166566085149913	0.00989508654036463	0.00946429384774495	0.00878953222637464	0.297925693536455	0.215395353941923	0.154383124800188	550.079930258588	1387.79661111701	33381.6028226468	0
"193"	"ECB_00021"	"ECB_00021-3"	21212	5	54	69	49	37	24	233	0.508296943231441	"C"	-0.0303511500867553	-0.0297283352840886	-0.0289790568837984	0.00480154448134397	0.00505476937718918	0.00529232675288073	0.00800350711864035	0.00980872469563925	0.0119763423458736	112.258982738993	34.9251297056149	22.3507384952349	0
"195"	"ECB_00021"	"ECB_00021-4"	21514	2	19	17	27	9	8	80	0.772052401746725	"C"	-0.0325525297676563	-0.0276629895100398	-0.014868831596576	0.0225777437885508	0.0258652606415741	0.0261444601424192	0.245028665393049	0.363249319722607	0.609336450383049	2058.54860930896	9.73385975124069	43.4889353033354	0
"199"	"IR20"	"IR20-1"	21800	5	40	53	48	55	8	204	0.0556844547563805	"F"	-0.0437116462764238	-0.0120322217912621	0.00120137364702208	0.0307220432362703	0.024243643932759	0.0140046322360987	0.249951448850947	0.653765515164843	0.937042617612417	82.4223251841046	73.5808152144944	86.3968909329914	0
"201"	"IR20"	"IR20-2"	21907	4	41	60	55	77	66	299	0.303944315545244	"F"	0.0211239321505994	0.0210485340600385	0.0207869028724097	0.00732405905730462	0.00646848390305388	0.00581256677507793	0.063312500228609	0.047345459351686	0.0373870578525061	237.599923764576	7046.68464868462	65.135275848758	0
"205"	"ECB_00022"	"ECB_00022-3"	22495	2	11	8	1	0	1	21	0.407670454545455	"C"	-0.0945179048988986	-0.10855786494368	-0.114424829961341	0.0397109126792238	0.0273198379533494	0.018243223676894	0.140303835355476	0.0578887196341364	0.0244893503742733	318.235620636894	310.628994596712	116.760549592775	0
"211"	"IR21"	"IR21-3"	23121	3	25	33	29	26	6	119	0.481481481481481	"F"	-0.0425644710066412	-0.0234915229078086	-0.0125474745506053	0.0225256792884373	0.019235614136239	0.0133834554241725	0.15521614476685	0.309211507971987	0.417645432419289	61.1347382184349	10.2182497383915	15.105335974679	0
"213"	"IR21"	"IR21-4"	23202	3	15	34	8	23	15	95	0.668981481481482	"F"	-0.00222458356853795	-0.00250084070927874	-0.00259568992427091	0.0230471021670538	0.0170658735779851	0.0126930968790802	0.929191676978122	0.892788123379698	0.851053481495821	10.8531780504835	15.0139322799131	6.9853881283436	0
"215"	"IR21"	"IR21-5"	23274	4	20	19	26	13	8	86	0.835648148148148	"F"	-0.0300663003791607	-0.026950458174508	-0.0191916018936006	0.0178979755832238	0.020296574698577	0.0210812153236253	0.191574172125648	0.276224099352052	0.4297500964187	65.9519366726355	18.0077825750063	21.8115997705449	0
"219"	"ECB_00025"	"ECB_00025-2"	24175	2	10	10	3	4	3	30	0.345714285714286	"C"	-0.0467701032045182	-0.0532878814376541	-0.0567337471192687	0.0167906616058682	0.0131575952725042	0.011047611054795	0.0686764175221899	0.0271115968943227	0.0143030969019774	5435.33128694141	2885.36540725319	2006.45429790646	0
"223"	"IR23"	"IR23-3"	24635	6	31	35	31	25	25	147	0.478170478170478	"F"	-0.0085473536275018	-0.00981348026519079	-0.0107281609842275	0.0096052308729468	0.00889010312026924	0.00807746321367887	0.439092608594163	0.350243126727855	0.276128801704989	42.749462798827	84.4282822936789	181.688028996245	0
"225"	"IR23"	"IR23-4"	24699	11	178	272	165	138	150	903	0.611226611226611	"F"	-0.0121280914786542	-0.0116573951017013	-0.0112657070648751	0.00751475409856161	0.00673746969950107	0.0060443598951704	0.204952808108488	0.182024461058918	0.159222777322177	146972.759645118	1755.96538703261	456.214011735178	0
"231"	"yaaY"	"yaaY-5"	25437	2	64	82	44	59	58	307	0.844036697247706	"F"	-0.0048610376346773	-0.00575344316642808	-0.00637329271259249	0.0113055080652218	0.0101976625827977	0.00911050313172749	0.696231309923026	0.612051595153103	0.534569071536399	267.105834066056	142.757248833797	122.221470193841	0
"237"	"ispH"	"ispH-5"	31297	2	19	29	17	11	22	98	0.997894736842105	"F"	-0.00722283886278834	-0.000882337464607095	0.00266297458436038	0.0189913758706523	0.0152230656242606	0.0116796239789748	0.729036958392472	0.957424664454767	0.834301236689289	1013.46374860896	9045.60145448905	837.472048331385	0
"241"	"rihC"	"rihC-2"	31576	4	28	74	29	13	12	156	0.230853391684902	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"243"	"rihC"	"rihC-3"	31748	8	137	259	197	224	224	1041	0.419037199124726	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"245"	"rihC"	"rihC-4"	31948	7	123	246	192	193	127	881	0.637855579868709	"F"	0.000885419321430819	0.00113746951667021	0.00138554010424384	0.00647674782892027	0.0067627152403543	0.00702217163436545	0.899920720031945	0.877128161324463	0.856197212994027	740.745496850498	11999.2215096726	1347.99827851024	0
"247"	"rihC"	"rihC-5"	32101	8	203	355	299	270	287	1414	0.805251641137856	"F"	0.00950533596738978	0.0100431019603627	0.0104737813497759	0.00544523221494538	0.00538527382181933	0.0052899347297825	0.179214865116493	0.159052152766671	0.14206502589232	9.38524627351549	11.6112538771317	14.0788928717867	0
"249"	"IR30"	"IR30-2"	32333	2	12	8	7	5	4	36	0.321212121212121	"F"	-0.0372910130011842	-0.0450381673583789	-0.0496832642193074	0.0147267274659391	0.0136735400375276	0.0123815354186109	0.0852596527622882	0.0459460273562733	0.0277771259758482	211.429923552421	2662.23740406419	21804.5413516377	0
"255"	"carA"	"carA-1"	33886	2	19	1	2	2	0	24	0.142857142857143	"F"	-0.0992819022885764	-0.147615604538473	-0.145002110445551	0.0982233029123175	0.0484142393874364	0.0312573630835499	0.418523778099537	0.0928320868068257	0.0434612962611814	298049.069563418	1628.76434718819	142255.603900835	0
"261"	"carB"	"carB-5"	37491	4	33	10	4	8	4	59	0.808134119838559	"F"	-0.064346385840084	-0.0899411754887924	-0.0949229786903967	0.0339705774544911	0.0275232321190434	0.0245791033239216	0.1545157865302	0.0468537662273142	0.0306929045519125	28.6312758334202	254.11276738352	3973.81687767676	0
"263"	"IR34"	"IR34"	38110	4	49	128	45	71	52	345	0	"F"	-0.00331735247082337	-0.00495995965357137	-0.00669108314112233	0.0127610387975367	0.0127516839258532	0.0126616612896298	0.811715320870015	0.723266624922208	0.633784139536609	175.228308255204	220.217087676899	257.197799825946	0
"265"	"ESCRE0039"	"ESCRE0039-1"	38161	2	12	34	19	15	4	84	0.0223463687150838	"C"	-0.0408266056133322	-0.0249626243524826	-0.0144675220729076	0.0247971556403976	0.0244553220195164	0.0220934634890853	0.198230562082211	0.382513279552996	0.559303597726792	23.1414814163627	114.472448712834	36.3616370865091	0
"269"	"ESCRE0039"	"ESCRE0039-3"	38236	2	35	49	32	41	27	184	0.441340782122905	"C"	-0.0071751801945754	-0.00744211312100146	-0.00763503690321865	0.00571711829478724	0.00568290054631211	0.00559725533502487	0.298333820413175	0.281606538242114	0.26586859279399	13.0171924783861	18.5612126399613	26.058390813562	0
"271"	"ESCRE0039"	"ESCRE0039-4"	38279	3	60	63	28	31	30	212	0.681564245810056	"C"	-0.0284650275590353	-0.0324340078485123	-0.0348587403883741	0.0134990554575496	0.0119976171180755	0.0108593454617971	0.125525886013662	0.0735757921885221	0.0489554170375237	68.2174845583773	93.0665051719219	231.704417570297	0
"273"	"ESCRE0039"	"ESCRE0039-5"	38336	1	29	39	18	18	17	121	1	"C"	-0.0244457362591717	-0.0259788131832955	-0.0269603005603112	0.00905381305914545	0.00806482986459004	0.00726408552706716	0.0737829944564083	0.0485381057760974	0.0340073737553596	631.885138372983	2199.93236082215	210.483562353492	0
"275"	"IR35"	"IR35"	38370	1	12	16	11	11	10	60	1	"F"	-0.00796875786801284	-0.00872948036497585	-0.00939839126779903	0.00569282449488582	0.0055663121836831	0.00540016607107241	0.256063853386777	0.214820895788421	0.180165049661325	92.6896271402341	102.619716918709	119.115394625488	0
"277"	"caiF"	"caiF-1"	38372	8	64	144	98	101	126	533	0.00253164556962025	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"279"	"caiF"	"caiF-2"	38499	4	51	96	80	80	59	366	0.324050632911392	"F"	0.00508687251881939	0.00492048040420819	0.00468936585418076	0.00498104038554479	0.00530897057775671	0.00564326393991377	0.38230965550877	0.422380128095885	0.466946450257031	42.3627770029758	47.5215976573527	64.0674680179352	0
"281"	"caiF"	"caiF-3"	38534	7	74	98	66	70	53	361	0.412658227848101	"F"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"283"	"caiF"	"caiF-4"	38648	2	12	25	19	15	18	89	0.70126582278481	"F"	0.00783273153554867	0.00884047105090712	0.00957323735990695	0.00818935979262812	0.00780485110038564	0.00731035404280113	0.409403900394845	0.339688065695076	0.281611738450368	21.2580337775852	30.3541516390469	43.1117085179512	0
"285"	"caiF"	"caiF-5"	38690	5	67	107	105	78	90	447	0.807594936708861	"F"	0.00724060952310586	0.00795367572476846	0.00832020873830737	0.00923384307845559	0.00908912590655825	0.00884404911364722	0.490174468407098	0.445944644158819	0.416226130686559	4.67921412956872	9.39788202403534	62.1503339836094	0
"293"	"caiE"	"caiE-1"	39056	2	38	69	40	42	17	206	0.13728813559322	"C"	-0.0277834685227614	-0.0218858735884573	-0.0168036056092223	0.0112902007344879	0.0105205787628502	0.00903968950722631	0.0907990943689916	0.128966611391792	0.160009273767879	90.4662187738613	74.8327106536039	362.51980797069	0
"295"	"caiE"	"caiE-2"	39133	5	183	287	244	218	272	1204	0.267796610169492	"C"	-105	NA	-105	-105	-105	-105	-105	-105	-105	-105	-105	-105	0
"299"	"caiE"	"caiE-4"	39366	7	145	263	215	124	163	910	0.66271186440678	"C"	-0.00453062995843225	-0.00216865980917861	-0.000395074745645862	0.012545899322892	0.0113245820592243	0.0100954771202265	0.74193978028246	0.860361941808082	0.97124229968702	666.148546096876	899.250314967354	50.394085943999	0
"301"	"caiE"	"caiE-5"	39459	4	297	420	308	346	219	1590	0.820338983050847	"C"	-0.00872625661057734	-0.0085799330564665	-0.00841390161829008	0.00513467550380986	0.00507881401275866	0.00498114504110673	0.187790644753418	0.189732716031093	0.189772782419767	158.098297227619	341.876064286118	3357.97697770798	0
